Benbow_id	GI	NR_of_Genes	ATB_id	contig	containing_Genes	start	end	Strain	species_sylph	path
NC_003295.1	GI_3(extra_set)	26	SAMN16125473	SAMN16125473.contig00009	22	12410	31215	Ralstonia pseudosolanacearum GMI1000	Ralstonia solanacearum	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.407/SAMN16125473.fa.gz
NC_003295.1	GI_3(extra_set)	26	SAMN22612366	SAMN22612366.contig00015	21	9955	28746	Ralstonia pseudosolanacearum GMI1000	Ralstonia solanacearum	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.407/SAMN22612366.fa.gz
NC_003295.1	GI_3(extra_set)	26	SAMN22612255	SAMN22612255.contig00045	23	17625	36023	Ralstonia pseudosolanacearum GMI1000	Ralstonia solanacearum	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.407/SAMN22612255.fa.gz
NC_003295.1	GI_3(extra_set)	26	SAMN22612324	SAMN22612324.contig00009	24	178165	196859	Ralstonia pseudosolanacearum GMI1000	Ralstonia solanacearum	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.407/SAMN22612324.fa.gz
NC_003295.1	GI_5(extra_set)	48	SAMN27356650	SAMN27356650.contig00003	49	125164	170083	Ralstonia pseudosolanacearum GMI1000	Ralstonia solanacearum	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.407/SAMN27356650.fa.gz
NC_003295.1	GI_5(extra_set)	48	SAMN30821967	SAMN30821967.contig00006	49	125164	170083	Ralstonia pseudosolanacearum GMI1000	Ralstonia solanacearum	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.407/SAMN30821967.fa.gz
NC_003295.1	GI_5(extra_set)	48	SAMEA6864031	SAMEA6864031.contig00002	49	125187	170106	Ralstonia pseudosolanacearum GMI1000	Ralstonia solanacearum	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.52/SAMEA6864031.fa.gz
NC_003295.1	GI_5(extra_set)	48	SAMN35733923	SAMN35733923.contig00007	49	781	47236	Ralstonia pseudosolanacearum GMI1000	Ralstonia mannitolilytica	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.52/SAMN35733923.fa.gz
NC_003103.1	GI_1(extra_set)	27	SAMD00065945	SAMD00065945.contig00002	27	1792	15272	Rickettsia conorii str. Malish 7	Rickettsia rickettsii	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.135/SAMD00065945.fa.gz
NC_003103.1	GI_1(extra_set)	27	SAMN02666435	SAMN02666435.contig00003	27	129826	143471	Rickettsia conorii str. Malish 7	Rickettsia felis	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.135/SAMN02666435.fa.gz
NC_003103.1	GI_1(extra_set)	27	SAMD00065936	SAMD00065936.contig00002	27	1792	15272	Rickettsia conorii str. Malish 7	Rickettsia rickettsii	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.135/SAMD00065936.fa.gz
NC_003103.1	GI_1(extra_set)	27	SAMD00065930	SAMD00065930.contig00002	27	1792	15272	Rickettsia conorii str. Malish 7	Rickettsia rickettsii	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.135/SAMD00065930.fa.gz
NC_003103.1	GI_2(extra_set)	5	SAMD00065928	SAMD00065928.contig00001	5	139430	142348	Rickettsia conorii str. Malish 7	Rickettsia rickettsii	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.135/SAMD00065928.fa.gz
NC_003103.1	GI_2(extra_set)	5	SAMD00065925	SAMD00065925.contig00001	5	139430	142348	Rickettsia conorii str. Malish 7	Rickettsia rickettsii	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.135/SAMD00065925.fa.gz
NC_003103.1	GI_3(extra_set)	5	SAMD00562491	SAMD00562491.contig00001	5	360271	363469	Rickettsia conorii str. Malish 7	Rickettsia rhipicephali	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.135/SAMD00562491.fa.gz
NC_003103.1	GI_3(extra_set)	5	SAMN02665668	SAMN02665668.contig00006	5	15780	18988	Rickettsia conorii str. Malish 7	Rickettsia tamurae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.135/SAMN02665668.fa.gz
NC_003103.1	GI_3(extra_set)	5	SAMN02402762	SAMN02402762.contig00003	4	58580	61804	Rickettsia conorii str. Malish 7	Rickettsia rhipicephali	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.135/SAMN02402762.fa.gz
NC_003103.1	GI_4(extra_set)	1	SAMN02666435	SAMN02666435.contig00017	1	16569	16807	Rickettsia conorii str. Malish 7	Rickettsia felis	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.135/SAMN02666435.fa.gz
NC_003103.1	GI_4(extra_set)	1	SAMD00065916	SAMD00065916.contig00001	1	808980	809218	Rickettsia conorii str. Malish 7	Rickettsia rickettsii	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.135/SAMD00065916.fa.gz
NC_003103.1	GI_4(extra_set)	1	SAMN06133288	SAMN06133288.contig00001	1	124902	125140	Rickettsia conorii str. Malish 7	Rickettsia rickettsii	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.135/SAMN06133288.fa.gz
NC_000963.1	GI_1(extra_set)	27	SAMN10702733	SAMN10702733.contig00002	27	244468	257946	Rickettsia prowazekii str. Madrid E	Rickettsia rickettsii	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.135/SAMN10702733.fa.gz
NC_000963.1	GI_1(extra_set)	27	SAMN02402762	SAMN02402762.contig00007	26	71425	84903	Rickettsia prowazekii str. Madrid E	Rickettsia rhipicephali	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.135/SAMN02402762.fa.gz
NC_000963.1	GI_1(extra_set)	27	SAMEA115345701	SAMEA115345701.contig00010	27	18226	31701	Rickettsia prowazekii str. Madrid E	Rickettsia helvetica_A	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.52/SAMEA115345701.fa.gz
NC_000963.1	GI_1(extra_set)	27	SAMD00065926	SAMD00065926.contig00002	27	239535	253015	Rickettsia prowazekii str. Madrid E	Rickettsia rickettsii	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.135/SAMD00065926.fa.gz
NC_000963.1	GI_1(extra_set)	27	SAMD00065945	SAMD00065945.contig00002	26	1792	15272	Rickettsia prowazekii str. Madrid E	Rickettsia rickettsii	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.135/SAMD00065945.fa.gz
NC_002745.2	GI_2(extra_set)	31	SAMN41108385	SAMN41108385.contig00002	33	53038	410504	Staphylococcus aureus subsp. aureus N315	Staphylococcus argenteus	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.53/SAMN41108385.fa.gz
NC_002745.2	GI_2(extra_set)	31	SAMEA2007938	SAMEA2007938.contig00016	28	1	15101	Staphylococcus aureus subsp. aureus N315	Staphylococcus argenteus	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.550/SAMEA2007938.fa.gz
NC_002745.2	GI_2(extra_set)	31	SAMD00394865	SAMD00394865.contig00001	40	41337	69470	Staphylococcus aureus subsp. aureus N315	Staphylococcus argenteus	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.550/SAMD00394865.fa.gz
NC_002745.2	GI_2(extra_set)	31	SAMN08815225	SAMN08815225.contig00004	27	42821	67049	Staphylococcus aureus subsp. aureus N315	Staphylococcus argenteus	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.550/SAMN08815225.fa.gz
NC_002745.2	GI_6(extra_set)	26	SAMN12507801	SAMN12507801.contig00014	23	19925	32101	Staphylococcus aureus subsp. aureus N315	Staphylococcus epidermidis	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.580/SAMN12507801.fa.gz
NC_002745.2	GI_6(extra_set)	26	SAMN11288794	SAMN11288794.contig00009	22	56160	68325	Staphylococcus aureus subsp. aureus N315	Staphylococcus pseudintermedius	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.584/SAMN11288794.fa.gz
NC_002745.2	GI_6(extra_set)	26	SAMN39485235	SAMN39485235.contig00013	24	8925	21090	Staphylococcus aureus subsp. aureus N315	Staphylococcus pseudintermedius	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.190/SAMN39485235.fa.gz
NC_002745.2	GI_7(extra_set)	20	SAMEA2007993	SAMEA2007993.contig00013	16	48625	67624	Staphylococcus aureus subsp. aureus N315	Staphylococcus schweitzeri	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.139/SAMEA2007993.fa.gz
NC_002745.2	GI_7(extra_set)	20	SAMEA4390286	SAMEA4390286.contig00027	20	45952	64957	Staphylococcus aureus subsp. aureus N315	Staphylococcus aureus;Staphylococcus saprophyticus	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.139/SAMEA4390286.fa.gz
NC_002745.2	GI_7(extra_set)	20	SAMEA1068063	SAMEA1068063.contig00002	16	101311	120249	Staphylococcus aureus subsp. aureus N315	Staphylococcus schweitzeri	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.139/SAMEA1068063.fa.gz
NC_002745.2	GI_7(extra_set)	20	SAMEA2008097	SAMEA2008097.contig00008	17	47801	66879	Staphylococcus aureus subsp. aureus N315	Staphylococcus schweitzeri	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.139/SAMEA2008097.fa.gz
NC_002745.2	GI_8(extra_set)	8	SAMEA3449114	SAMEA3449114.contig00001	7	731877	739674	Staphylococcus aureus subsp. aureus N315	Staphylococcus argenteus	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.550/SAMEA3449114.fa.gz
NC_002745.2	GI_8(extra_set)	8	SAMEA114578668	SAMEA114578668.contig00001	7	491075	499343	Staphylococcus aureus subsp. aureus N315	Staphylococcus hominis	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.54/SAMEA114578668.fa.gz
NC_002745.2	GI_8(extra_set)	8	SAMN11962516	SAMN11962516.contig00001	7	402574	410842	Staphylococcus aureus subsp. aureus N315	Staphylococcus hominis	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.583/SAMN11962516.fa.gz
NC_002745.2	GI_8(extra_set)	8	SAMN35843329	SAMN35843329.contig00009	7	12474	20742	Staphylococcus aureus subsp. aureus N315	Staphylococcus hominis	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.54/SAMN35843329.fa.gz
NC_003098.1	GI_2(extra_set)	28	SAMEA4551536	SAMEA4551536.contig00022	23	827	15004	Streptococcus pneumoniae R6	Streptococcus pyogenes	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.627/SAMEA4551536.fa.gz
NC_003098.1	GI_2(extra_set)	28	SAMN08813700	SAMN08813700.contig00009	24	674	14851	Streptococcus pneumoniae R6	Streptococcus pyogenes	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.629/SAMN08813700.fa.gz
NC_003098.1	GI_3(extra_set)	18	SAMEA114321093	SAMEA114321093.contig00002	15	67241	81824	Streptococcus pneumoniae R6	Streptococcus pseudopneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.55/SAMEA114321093.fa.gz
NC_003098.1	GI_3(extra_set)	18	SAMN37997277	SAMN37997277.contig00010	15	32834	46813	Streptococcus pneumoniae R6	Streptococcus sp000187745	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.55/SAMN37997277.fa.gz
NC_003098.1	GI_3(extra_set)	18	SAMEA114321092	SAMEA114321092.contig00006	15	37186	51769	Streptococcus pneumoniae R6	Streptococcus pseudopneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.55/SAMEA114321092.fa.gz
NC_003098.1	GI_3(extra_set)	18	SAMEA114309603	SAMEA114309603.contig00003	15	139805	154668	Streptococcus pneumoniae R6	Streptococcus sp000187745	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.55/SAMEA114309603.fa.gz
NC_003028.3	GI_11(extra_set)	13	SAMEA3513447	SAMEA3513447.contig00005	11	59779	172492	Streptococcus pneumoniae TIGR4	Streptococcus sp013277415	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.143/SAMEA3513447.fa.gz
NC_003028.3	GI_11(extra_set)	13	SAMEA111504485	SAMEA111504485.contig00012	12	25942	36935	Streptococcus pneumoniae TIGR4	Streptococcus symci	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.143/SAMEA111504485.fa.gz
NC_003028.3	GI_11(extra_set)	13	SAMEA6499593	SAMEA6499593.contig00004	12	55698	66691	Streptococcus pneumoniae TIGR4	Streptococcus pseudopneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.624/SAMEA6499593.fa.gz
NC_003028.3	GI_2(extra_set)	28	SAMEA4557887	SAMEA4557887.contig00009	23	71187	85091	Streptococcus pneumoniae TIGR4	Streptococcus agalactiae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.590/SAMEA4557887.fa.gz
NC_003028.3	GI_2(extra_set)	28	SAMN41892709	SAMN41892709.contig00009	23	48226	62194	Streptococcus pneumoniae TIGR4	Streptococcus agalactiae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.194/SAMN41892709.fa.gz
NC_003028.3	GI_2(extra_set)	28	SAMN41887193	SAMN41887193.contig00009	23	44744	58648	Streptococcus pneumoniae TIGR4	Streptococcus agalactiae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.194/SAMN41887193.fa.gz
NC_003028.3	GI_2(extra_set)	28	SAMN08692447	SAMN08692447.contig00014	23	2193	16496	Streptococcus pneumoniae TIGR4	Streptococcus pyogenes	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.629/SAMN08692447.fa.gz
NC_003028.3	GI_2(extra_set)	28	SAMEA14315098	SAMEA14315098.contig00014	23	1087	15389	Streptococcus pneumoniae TIGR4	Streptococcus pyogenes	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.205/SAMEA14315098.fa.gz
NC_003028.3	GI_4(extra_set)	9	SAMEA6499576	SAMEA6499576.contig00011	8	19207	75557	Streptococcus pneumoniae TIGR4	Streptococcus pseudopneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.624/SAMEA6499576.fa.gz
NC_003028.3	GI_4(extra_set)	9	SAMEA4928325	SAMEA4928325.contig00005	8	19053	139940	Streptococcus pneumoniae TIGR4	Streptococcus pseudopneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.624/SAMEA4928325.fa.gz
NC_003028.3	GI_4(extra_set)	9	SAMEA112486162	SAMEA112486162.contig00008	8	839	74257	Streptococcus pneumoniae TIGR4	Streptococcus pseudopneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.624/SAMEA112486162.fa.gz
NC_003028.3	GI_4(extra_set)	9	SAMEA9633121	SAMEA9633121.contig00007	9	772	74626	Streptococcus pneumoniae TIGR4	Streptococcus pseudopneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.624/SAMEA9633121.fa.gz
NC_003028.3	GI_4(extra_set)	9	SAMEA4928395	SAMEA4928395.contig00011	9	19209	76396	Streptococcus pneumoniae TIGR4	Streptococcus pseudopneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.624/SAMEA4928395.fa.gz
NC_003028.3	GI_7(extra_set)	6	SAMEA5390795	SAMEA5390795.contig00014	5	15670	20248	Streptococcus pneumoniae TIGR4	Streptococcus pseudopneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.624/SAMEA5390795.fa.gz
NC_003028.3	GI_7(extra_set)	6	SAMN08348306	SAMN08348306.contig00025	5	15865	20283	Streptococcus pneumoniae TIGR4	Streptococcus pseudopneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.624/SAMN08348306.fa.gz
NC_003028.3	GI_7(extra_set)	6	SAMEA5073283	SAMEA5073283.contig00017	5	13978	37179	Streptococcus pneumoniae TIGR4	Streptococcus pseudopneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.624/SAMEA5073283.fa.gz
NC_003028.3	GI_7(extra_set)	6	SAMEA6499472	SAMEA6499472.contig00022	5	10483	14834	Streptococcus pneumoniae TIGR4	Streptococcus pseudopneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.624/SAMEA6499472.fa.gz
NC_003028.3	GI_9(extra_set)	11	SAMN09459688	SAMN09459688.contig00013	9	40745	49595	Streptococcus pneumoniae TIGR4	Streptococcus suis	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.633/SAMN09459688.fa.gz
NC_003028.3	GI_9(extra_set)	11	SAMEA114552568	SAMEA114552568.contig00001	12	361884	373375	Streptococcus pneumoniae TIGR4	Streptococcus pseudopneumoniae_G	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.55/SAMEA114552568.fa.gz
NC_003028.3	GI_9(extra_set)	11	SAMN09459664	SAMN09459664.contig00002	9	24740	33590	Streptococcus pneumoniae TIGR4	Streptococcus suis	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.633/SAMN09459664.fa.gz
NC_002737.2	GI_4(extra_set)	20	SAMN11772917	SAMN11772917.contig00002	26	114275	138484	Streptococcus pyogenes M1 GAS	Streptococcus agalactiae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.595/SAMN11772917.fa.gz
NC_002737.2	GI_4(extra_set)	20	SAMEA6623460	SAMEA6623460.contig00015	16	15126	26057	Streptococcus pyogenes M1 GAS	Streptococcus dysgalactiae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.596/SAMEA6623460.fa.gz
NC_002737.2	GI_5(extra_set)	26	SAMEA1012439	SAMEA1012439.contig00001	21	75814	88706	Streptococcus pyogenes M1 GAS	Streptococcus pneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.599/SAMEA1012439.fa.gz
NC_002737.2	GI_5(extra_set)	26	SAMEA1025975	SAMEA1025975.contig00004	21	49096	61988	Streptococcus pyogenes M1 GAS	Streptococcus pneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.600/SAMEA1025975.fa.gz
NC_002737.2	GI_5(extra_set)	26	SAMEA114276720	SAMEA114276720.contig00001	21	42726	55654	Streptococcus pyogenes M1 GAS	Streptococcus pneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.198/SAMEA114276720.fa.gz
NC_003197.2	GI_1(extra_set)	43	SAMN19513627	SAMN19513627.contig00003	36	526956	561907	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Salmonella diarizonae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.409/SAMN19513627.fa.gz
NC_003197.2	GI_1(extra_set)	43	SAMN10471177	SAMN10471177.contig00007	35	114812	149776	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Salmonella diarizonae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.409/SAMN10471177.fa.gz
NC_003197.2	GI_1(extra_set)	43	SAMN06115759	SAMN06115759.contig00008	35	38411	73375	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Salmonella diarizonae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.409/SAMN06115759.fa.gz
NC_003197.2	GI_1(extra_set)	43	SAMN41129910	SAMN41129910.contig00001	36	144728	179683	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Salmonella diarizonae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.151/SAMN41129910.fa.gz
NC_003197.2	GI_1(extra_set)	43	SAMN19159567	SAMN19159567.contig00001	36	517138	552102	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Salmonella diarizonae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.409/SAMN19159567.fa.gz
